Timestamp;Rx Power [dBm]
Fri Mar 24 13:23:21 2023;-80
Fri Mar 24 13:23:23 2023;-81
Fri Mar 24 13:23:24 2023;-79
Fri Mar 24 13:23:25 2023;-79
Fri Mar 24 13:23:26 2023;-79
Fri Mar 24 13:23:27 2023;-81
Fri Mar 24 13:23:29 2023;-79
Fri Mar 24 13:23:30 2023;-78
Fri Mar 24 13:23:33 2023;-77
Fri Mar 24 13:23:34 2023;-77
Fri Mar 24 13:23:36 2023;-79
Fri Mar 24 13:23:37 2023;-79
Fri Mar 24 13:23:38 2023;-81
Fri Mar 24 13:23:41 2023;-77
Fri Mar 24 13:23:42 2023;-80
Fri Mar 24 13:23:43 2023;-78
Fri Mar 24 13:23:44 2023;-80
Fri Mar 24 13:23:45 2023;-78
Fri Mar 24 13:23:47 2023;-81
Fri Mar 24 13:23:48 2023;-78
Fri Mar 24 13:23:49 2023;-79
Fri Mar 24 13:23:50 2023;-78
Fri Mar 24 13:23:54 2023;-79
Fri Mar 24 13:23:55 2023;-79
Fri Mar 24 13:23:56 2023;-78
Fri Mar 24 13:23:57 2023;-79
Fri Mar 24 13:23:58 2023;-78
Fri Mar 24 13:23:59 2023;-79
Fri Mar 24 13:24:00 2023;-79
Fri Mar 24 13:24:02 2023;-81
Fri Mar 24 13:24:03 2023;-80
Fri Mar 24 13:24:07 2023;-79
Fri Mar 24 13:24:08 2023;-80
Fri Mar 24 13:24:11 2023;-78
Fri Mar 24 13:24:12 2023;-79
Fri Mar 24 13:24:13 2023;-80
Fri Mar 24 13:24:14 2023;-77
Fri Mar 24 13:24:15 2023;-80
Fri Mar 24 13:24:16 2023;-78
Fri Mar 24 13:24:17 2023;-78
Fri Mar 24 13:24:18 2023;-78
Fri Mar 24 13:24:19 2023;-80
Fri Mar 24 13:24:20 2023;-79
Fri Mar 24 13:24:22 2023;-79
Fri Mar 24 13:24:23 2023;-79
Fri Mar 24 13:24:24 2023;-79
Fri Mar 24 13:24:25 2023;-79
Fri Mar 24 13:24:26 2023;-80
Fri Mar 24 13:24:27 2023;-80
Fri Mar 24 13:24:28 2023;-80
Fri Mar 24 13:24:29 2023;-80
Fri Mar 24 13:24:30 2023;-80
Fri Mar 24 13:24:31 2023;-81
Fri Mar 24 13:24:32 2023;-78
Fri Mar 24 13:24:33 2023;-78
Fri Mar 24 13:24:34 2023;-79
Fri Mar 24 13:24:36 2023;-78
Fri Mar 24 13:24:37 2023;-80
Fri Mar 24 13:24:38 2023;-79
Fri Mar 24 13:24:40 2023;-79
Fri Mar 24 13:24:42 2023;-78
Fri Mar 24 13:24:43 2023;-78
Fri Mar 24 13:24:44 2023;-80
Fri Mar 24 13:24:45 2023;-80
Fri Mar 24 13:24:46 2023;-79
Fri Mar 24 13:24:48 2023;-79
Fri Mar 24 13:24:49 2023;-80
Fri Mar 24 13:24:51 2023;-78
Fri Mar 24 13:24:53 2023;-77
Fri Mar 24 13:24:54 2023;-78
Fri Mar 24 13:24:55 2023;-80
Fri Mar 24 13:24:56 2023;-79
Fri Mar 24 13:24:59 2023;-81
Fri Mar 24 13:25:00 2023;-78
Fri Mar 24 13:25:04 2023;-77
Fri Mar 24 13:25:05 2023;-79
Fri Mar 24 13:25:06 2023;-78
Fri Mar 24 13:25:08 2023;-78
Fri Mar 24 13:25:10 2023;-78
Fri Mar 24 13:25:12 2023;-80
Fri Mar 24 13:25:13 2023;-79
Fri Mar 24 13:25:14 2023;-79
Fri Mar 24 13:25:15 2023;-80
Fri Mar 24 13:25:16 2023;-79
Fri Mar 24 13:25:19 2023;-79
Fri Mar 24 13:25:20 2023;-81
Fri Mar 24 13:25:22 2023;-77
Fri Mar 24 13:25:23 2023;-80
Fri Mar 24 13:25:24 2023;-79
Fri Mar 24 13:25:25 2023;-77
Fri Mar 24 13:25:27 2023;-79
Fri Mar 24 13:25:28 2023;-79
Fri Mar 24 13:25:29 2023;-80
Fri Mar 24 13:25:31 2023;-82
Fri Mar 24 13:25:32 2023;-80
Fri Mar 24 13:25:34 2023;-79
Fri Mar 24 13:25:36 2023;-79
Fri Mar 24 13:25:37 2023;-79
Fri Mar 24 13:25:38 2023;-78
Fri Mar 24 13:25:39 2023;-81
Fri Mar 24 13:25:41 2023;-81
Fri Mar 24 13:25:42 2023;-77
Fri Mar 24 13:25:45 2023;-78
Fri Mar 24 13:25:46 2023;-78
Fri Mar 24 13:25:47 2023;-80
Fri Mar 24 13:25:49 2023;-78
Fri Mar 24 13:25:50 2023;-79
Fri Mar 24 13:25:51 2023;-78
Fri Mar 24 13:25:52 2023;-80
Fri Mar 24 13:25:55 2023;-80
Fri Mar 24 13:25:56 2023;-78
Fri Mar 24 13:25:58 2023;-78
Fri Mar 24 13:26:00 2023;-80
Fri Mar 24 13:26:01 2023;-78
Fri Mar 24 13:26:04 2023;-80
Fri Mar 24 13:26:05 2023;-78
Fri Mar 24 13:26:06 2023;-80
Fri Mar 24 13:26:07 2023;-79
Fri Mar 24 13:26:08 2023;-78
Fri Mar 24 13:26:09 2023;-79
Fri Mar 24 13:26:10 2023;-78
Fri Mar 24 13:26:15 2023;-79
Fri Mar 24 13:26:17 2023;-80
Fri Mar 24 13:26:18 2023;-77
Fri Mar 24 13:26:19 2023;-79
Fri Mar 24 13:26:21 2023;-79
Fri Mar 24 13:26:22 2023;-79
Fri Mar 24 13:26:26 2023;-79
Fri Mar 24 13:26:27 2023;-79
Fri Mar 24 13:26:32 2023;-79
Fri Mar 24 13:26:33 2023;-81
Fri Mar 24 13:26:34 2023;-79
Fri Mar 24 13:26:36 2023;-78
Fri Mar 24 13:26:37 2023;-79
Fri Mar 24 13:26:38 2023;-78
Fri Mar 24 13:26:40 2023;-79
Fri Mar 24 13:26:41 2023;-79
Fri Mar 24 13:26:42 2023;-80
Fri Mar 24 13:26:44 2023;-81
Fri Mar 24 13:26:45 2023;-80
Fri Mar 24 13:26:46 2023;-80
Fri Mar 24 13:26:48 2023;-79
Fri Mar 24 13:26:49 2023;-79
Fri Mar 24 13:26:50 2023;-80
Fri Mar 24 13:26:53 2023;-80
Fri Mar 24 13:26:55 2023;-78
Fri Mar 24 13:26:57 2023;-79
Fri Mar 24 13:26:58 2023;-79
Fri Mar 24 13:27:01 2023;-81
Fri Mar 24 13:27:02 2023;-78
Fri Mar 24 13:27:03 2023;-79
Fri Mar 24 13:27:04 2023;-79
Fri Mar 24 13:27:07 2023;-79
Fri Mar 24 13:27:08 2023;-80
Fri Mar 24 13:27:09 2023;-80
Fri Mar 24 13:27:12 2023;-79
Fri Mar 24 13:27:14 2023;-81
Fri Mar 24 13:27:15 2023;-79
Fri Mar 24 13:27:17 2023;-79
Fri Mar 24 13:27:21 2023;-81
Fri Mar 24 13:27:22 2023;-78
Fri Mar 24 13:27:27 2023;-80
Fri Mar 24 13:27:29 2023;-78
Fri Mar 24 13:27:30 2023;-79
Fri Mar 24 13:27:31 2023;-81
Fri Mar 24 13:27:32 2023;-80
Fri Mar 24 13:27:35 2023;-79
Fri Mar 24 13:27:36 2023;-79
Fri Mar 24 13:27:37 2023;-80
Fri Mar 24 13:27:38 2023;-78
Fri Mar 24 13:27:39 2023;-80
Fri Mar 24 13:27:40 2023;-80
Fri Mar 24 13:27:41 2023;-80
Fri Mar 24 13:27:42 2023;-78
Fri Mar 24 13:27:45 2023;-78
Fri Mar 24 13:27:47 2023;-78
Fri Mar 24 13:27:48 2023;-79
Fri Mar 24 13:27:49 2023;-79
Fri Mar 24 13:27:50 2023;-80
Fri Mar 24 13:27:52 2023;-81
Fri Mar 24 13:27:53 2023;-78
Fri Mar 24 13:27:54 2023;-79
Fri Mar 24 13:27:55 2023;-79
Fri Mar 24 13:27:57 2023;-79
Fri Mar 24 13:27:58 2023;-79
Fri Mar 24 13:28:00 2023;-78
Fri Mar 24 13:28:01 2023;-80
Fri Mar 24 13:28:03 2023;-79
Fri Mar 24 13:28:04 2023;-79
Fri Mar 24 13:28:07 2023;-78
Fri Mar 24 13:28:08 2023;-78
Fri Mar 24 13:28:10 2023;-79
Fri Mar 24 13:28:11 2023;-79
Fri Mar 24 13:28:12 2023;-79
Fri Mar 24 13:28:14 2023;-79
Fri Mar 24 13:28:15 2023;-80
Fri Mar 24 13:28:16 2023;-80
Fri Mar 24 13:28:18 2023;-79
Fri Mar 24 13:28:19 2023;-78
Fri Mar 24 13:28:21 2023;-80
Fri Mar 24 13:28:22 2023;-80
Fri Mar 24 13:28:23 2023;-78
Fri Mar 24 13:28:24 2023;-79
Fri Mar 24 13:28:26 2023;-80
Fri Mar 24 13:28:29 2023;-80
Fri Mar 24 13:28:30 2023;-78
Fri Mar 24 13:28:31 2023;-77
Fri Mar 24 13:28:33 2023;-79
Fri Mar 24 13:28:34 2023;-80
Fri Mar 24 13:28:38 2023;-81
Fri Mar 24 13:28:39 2023;-78
Fri Mar 24 13:28:40 2023;-79
Fri Mar 24 13:28:41 2023;-77
Fri Mar 24 13:28:43 2023;-79
Fri Mar 24 13:28:44 2023;-79
Fri Mar 24 13:28:46 2023;-79
Fri Mar 24 13:28:50 2023;-77
Fri Mar 24 13:28:51 2023;-79
Fri Mar 24 13:28:52 2023;-82
Fri Mar 24 13:28:53 2023;-78
Fri Mar 24 13:28:55 2023;-80
Fri Mar 24 13:28:58 2023;-82
Fri Mar 24 13:28:59 2023;-80
Fri Mar 24 13:29:01 2023;-80
Fri Mar 24 13:29:02 2023;-79
Fri Mar 24 13:29:03 2023;-81
Fri Mar 24 13:29:05 2023;-80
Fri Mar 24 13:29:06 2023;-79
Fri Mar 24 13:29:08 2023;-79
Fri Mar 24 13:29:09 2023;-79
Fri Mar 24 13:29:11 2023;-78
Fri Mar 24 13:29:12 2023;-80
Fri Mar 24 13:29:13 2023;-82
Fri Mar 24 13:29:14 2023;-81
Fri Mar 24 13:29:15 2023;-80
Fri Mar 24 13:29:16 2023;-78
Fri Mar 24 13:29:17 2023;-78
Fri Mar 24 13:29:19 2023;-79
Fri Mar 24 13:29:23 2023;-79
Fri Mar 24 13:29:24 2023;-78
Fri Mar 24 13:29:26 2023;-79
Fri Mar 24 13:29:27 2023;-80
Fri Mar 24 13:29:28 2023;-79
Fri Mar 24 13:29:29 2023;-82
Fri Mar 24 13:29:32 2023;-81
Fri Mar 24 13:29:33 2023;-80
Fri Mar 24 13:29:34 2023;-79
Fri Mar 24 13:29:35 2023;-79
Fri Mar 24 13:29:37 2023;-82
Fri Mar 24 13:29:38 2023;-80
Fri Mar 24 13:29:39 2023;-82
Fri Mar 24 13:29:40 2023;-81
Fri Mar 24 13:29:41 2023;-79
Fri Mar 24 13:29:42 2023;-79
Fri Mar 24 13:29:44 2023;-79
Fri Mar 24 13:29:47 2023;-78
Fri Mar 24 13:29:52 2023;-80
Fri Mar 24 13:29:55 2023;-78
Fri Mar 24 13:29:58 2023;-79
Fri Mar 24 13:29:59 2023;-81
Fri Mar 24 13:30:01 2023;-80
Fri Mar 24 13:30:03 2023;-80
Fri Mar 24 13:30:04 2023;-77
Fri Mar 24 13:30:05 2023;-78
Fri Mar 24 13:30:08 2023;-80
Fri Mar 24 13:30:10 2023;-79
Fri Mar 24 13:30:11 2023;-79
Fri Mar 24 13:30:14 2023;-78
Fri Mar 24 13:30:15 2023;-79
Fri Mar 24 13:30:16 2023;-79
Fri Mar 24 13:30:17 2023;-77
Fri Mar 24 13:30:18 2023;-79
Fri Mar 24 13:30:19 2023;-80
Fri Mar 24 13:30:20 2023;-79
Fri Mar 24 13:30:22 2023;-81
Fri Mar 24 13:30:23 2023;-79
Fri Mar 24 13:30:24 2023;-82
Fri Mar 24 13:30:25 2023;-80
Fri Mar 24 13:30:27 2023;-79
Fri Mar 24 13:30:28 2023;-79
Fri Mar 24 13:30:29 2023;-81
Fri Mar 24 13:30:30 2023;-79
Fri Mar 24 13:30:31 2023;-80
Fri Mar 24 13:30:32 2023;-79
Fri Mar 24 13:30:33 2023;-78
Fri Mar 24 13:30:34 2023;-81
Fri Mar 24 13:30:35 2023;-79
Fri Mar 24 13:30:36 2023;-78
Fri Mar 24 13:30:37 2023;-78
Fri Mar 24 13:30:38 2023;-78
Fri Mar 24 13:30:41 2023;-80
Fri Mar 24 13:30:42 2023;-80
Fri Mar 24 13:30:44 2023;-79
Fri Mar 24 13:30:48 2023;-81
Fri Mar 24 13:30:49 2023;-81
Fri Mar 24 13:30:50 2023;-79
Fri Mar 24 13:30:53 2023;-80
Fri Mar 24 13:30:55 2023;-79
Fri Mar 24 13:30:59 2023;-81
Fri Mar 24 13:31:00 2023;-77
Fri Mar 24 13:31:01 2023;-80
Fri Mar 24 13:31:04 2023;-79
Fri Mar 24 13:31:05 2023;-81
Fri Mar 24 13:31:06 2023;-82
Fri Mar 24 13:31:08 2023;-80
Fri Mar 24 13:31:09 2023;-79
Fri Mar 24 13:31:10 2023;-81
Fri Mar 24 13:31:11 2023;-78
Fri Mar 24 13:31:13 2023;-82
Fri Mar 24 13:31:15 2023;-80
Fri Mar 24 13:31:16 2023;-80
Fri Mar 24 13:31:18 2023;-81
Fri Mar 24 13:31:19 2023;-79
Fri Mar 24 13:31:21 2023;-81
Fri Mar 24 13:31:25 2023;-80
Fri Mar 24 13:31:26 2023;-81
Fri Mar 24 13:31:27 2023;-81
Fri Mar 24 13:31:29 2023;-79
Fri Mar 24 13:31:30 2023;-82
Fri Mar 24 13:31:31 2023;-80
Fri Mar 24 13:31:32 2023;-80
Fri Mar 24 13:31:34 2023;-82
Fri Mar 24 13:31:35 2023;-80
Fri Mar 24 13:31:36 2023;-79
Fri Mar 24 13:31:37 2023;-80
Fri Mar 24 13:31:39 2023;-80
Fri Mar 24 13:31:40 2023;-78
Fri Mar 24 13:31:41 2023;-81
Fri Mar 24 13:31:42 2023;-79
Fri Mar 24 13:31:44 2023;-78
Fri Mar 24 13:31:46 2023;-81
Fri Mar 24 13:31:47 2023;-78
Fri Mar 24 13:31:48 2023;-81
Fri Mar 24 13:31:50 2023;-81
Fri Mar 24 13:31:51 2023;-79
Fri Mar 24 13:31:52 2023;-81
Fri Mar 24 13:31:53 2023;-80
Fri Mar 24 13:31:55 2023;-81
Fri Mar 24 13:31:56 2023;-79
Fri Mar 24 13:31:57 2023;-81
Fri Mar 24 13:31:58 2023;-79
Fri Mar 24 13:32:01 2023;-79
Fri Mar 24 13:32:02 2023;-78
Fri Mar 24 13:32:04 2023;-79
Fri Mar 24 13:32:07 2023;-78
Fri Mar 24 13:32:08 2023;-78
Fri Mar 24 13:32:10 2023;-79
Fri Mar 24 13:32:12 2023;-82
Fri Mar 24 13:32:13 2023;-80
Fri Mar 24 13:32:14 2023;-79
Fri Mar 24 13:32:15 2023;-77
Fri Mar 24 13:32:17 2023;-79
Fri Mar 24 13:32:19 2023;-79
Fri Mar 24 13:32:21 2023;-80
Fri Mar 24 13:32:23 2023;-79
Fri Mar 24 13:32:24 2023;-80
Fri Mar 24 13:32:25 2023;-79
Fri Mar 24 13:32:29 2023;-79
Fri Mar 24 13:32:32 2023;-79
Fri Mar 24 13:32:33 2023;-81
Fri Mar 24 13:32:35 2023;-77
Fri Mar 24 13:32:38 2023;-79
Fri Mar 24 13:32:41 2023;-79
Fri Mar 24 13:32:48 2023;-78
Fri Mar 24 13:32:49 2023;-79
Fri Mar 24 13:32:50 2023;-80
Fri Mar 24 13:32:51 2023;-80
Fri Mar 24 13:32:54 2023;-80
Fri Mar 24 13:32:55 2023;-78
Fri Mar 24 13:32:56 2023;-81
Fri Mar 24 13:32:59 2023;-79
Fri Mar 24 13:33:00 2023;-79
Fri Mar 24 13:33:01 2023;-78
Fri Mar 24 13:33:04 2023;-80
Fri Mar 24 13:33:05 2023;-78
Fri Mar 24 13:33:06 2023;-80
Fri Mar 24 13:33:07 2023;-77
Fri Mar 24 13:33:09 2023;-77
Fri Mar 24 13:33:11 2023;-78
Fri Mar 24 13:33:15 2023;-79
Fri Mar 24 13:33:16 2023;-79
Fri Mar 24 13:33:20 2023;-77
Fri Mar 24 13:33:21 2023;-80
Fri Mar 24 13:33:22 2023;-80
Fri Mar 24 13:33:23 2023;-79
Fri Mar 24 13:33:25 2023;-78
Fri Mar 24 13:33:26 2023;-79
Fri Mar 24 13:33:28 2023;-75
Fri Mar 24 13:33:29 2023;-77
Fri Mar 24 13:33:30 2023;-80
Fri Mar 24 13:33:33 2023;-79
Fri Mar 24 13:33:34 2023;-80
Fri Mar 24 13:33:35 2023;-79
Fri Mar 24 13:33:38 2023;-80
Fri Mar 24 13:33:39 2023;-79
Fri Mar 24 13:33:41 2023;-80
Fri Mar 24 13:33:42 2023;-78
Fri Mar 24 13:33:43 2023;-81
Fri Mar 24 13:33:44 2023;-79
Fri Mar 24 13:33:47 2023;-79
Fri Mar 24 13:33:51 2023;-79
Fri Mar 24 13:33:52 2023;-80
Fri Mar 24 13:33:53 2023;-79
Fri Mar 24 13:33:56 2023;-80
Fri Mar 24 13:33:58 2023;-80
Fri Mar 24 13:34:00 2023;-80
Fri Mar 24 13:34:01 2023;-77
Fri Mar 24 13:34:02 2023;-80
Fri Mar 24 13:34:03 2023;-80
Fri Mar 24 13:34:05 2023;-79
Fri Mar 24 13:34:06 2023;-79
Fri Mar 24 13:34:07 2023;-79
Fri Mar 24 13:34:08 2023;-78
Fri Mar 24 13:34:11 2023;-80
Fri Mar 24 13:34:13 2023;-79
Fri Mar 24 13:34:14 2023;-79
Fri Mar 24 13:34:17 2023;-81
Fri Mar 24 13:34:18 2023;-77
Fri Mar 24 13:34:19 2023;-77
Fri Mar 24 13:34:21 2023;-77
Fri Mar 24 13:34:22 2023;-80
Fri Mar 24 13:34:23 2023;-78
Fri Mar 24 13:34:28 2023;-78
Fri Mar 24 13:34:29 2023;-79
Fri Mar 24 13:34:30 2023;-79
Fri Mar 24 13:34:33 2023;-79
Fri Mar 24 13:34:37 2023;-79
Fri Mar 24 13:34:38 2023;-80
Fri Mar 24 13:34:39 2023;-79
Fri Mar 24 13:34:41 2023;-81
Fri Mar 24 13:34:44 2023;-79
Fri Mar 24 13:34:45 2023;-79
Fri Mar 24 13:34:46 2023;-78
Fri Mar 24 13:34:50 2023;-80
Fri Mar 24 13:34:55 2023;-79
Fri Mar 24 13:34:58 2023;-80
Fri Mar 24 13:34:59 2023;-79
Fri Mar 24 13:35:04 2023;-79
Fri Mar 24 13:35:05 2023;-80
Fri Mar 24 13:35:06 2023;-80
Fri Mar 24 13:35:08 2023;-80
Fri Mar 24 13:35:09 2023;-79
Fri Mar 24 13:35:10 2023;-78
Fri Mar 24 13:35:11 2023;-79
Fri Mar 24 13:35:13 2023;-79
Fri Mar 24 13:35:14 2023;-77
Fri Mar 24 13:35:15 2023;-79
Fri Mar 24 13:35:16 2023;-79
Fri Mar 24 13:35:19 2023;-81
Fri Mar 24 13:35:21 2023;-79
Fri Mar 24 13:35:23 2023;-79
Fri Mar 24 13:35:24 2023;-80
Fri Mar 24 13:35:26 2023;-78
Fri Mar 24 13:35:27 2023;-78
Fri Mar 24 13:35:30 2023;-80
Fri Mar 24 13:35:31 2023;-79
Fri Mar 24 13:35:32 2023;-78
Fri Mar 24 13:35:33 2023;-83
Fri Mar 24 13:35:35 2023;-82
Fri Mar 24 13:35:36 2023;-78
Fri Mar 24 13:35:37 2023;-81
Fri Mar 24 13:35:40 2023;-80
Fri Mar 24 13:35:42 2023;-80
Fri Mar 24 13:35:43 2023;-78
Fri Mar 24 13:35:45 2023;-79
Fri Mar 24 13:35:47 2023;-80
Fri Mar 24 13:35:49 2023;-79
Fri Mar 24 13:35:52 2023;-80
Fri Mar 24 13:35:53 2023;-79
Fri Mar 24 13:35:54 2023;-80
Fri Mar 24 13:35:55 2023;-78
Fri Mar 24 13:35:56 2023;-79
Fri Mar 24 13:35:57 2023;-79
Fri Mar 24 13:36:00 2023;-80
Fri Mar 24 13:36:02 2023;-79
Fri Mar 24 13:36:03 2023;-80
Fri Mar 24 13:36:05 2023;-80
Fri Mar 24 13:36:06 2023;-81
Fri Mar 24 13:36:07 2023;-79
Fri Mar 24 13:36:09 2023;-79
Fri Mar 24 13:36:12 2023;-80
Fri Mar 24 13:36:14 2023;-78
Fri Mar 24 13:36:15 2023;-80
Fri Mar 24 13:36:16 2023;-80
Fri Mar 24 13:36:19 2023;-79
Fri Mar 24 13:36:21 2023;-80
Fri Mar 24 13:36:22 2023;-79
Fri Mar 24 13:36:24 2023;-78
Fri Mar 24 13:36:25 2023;-79
Fri Mar 24 13:36:26 2023;-78
Fri Mar 24 13:36:27 2023;-79
Fri Mar 24 13:36:28 2023;-79
Fri Mar 24 13:36:29 2023;-80
Fri Mar 24 13:36:30 2023;-79
Fri Mar 24 13:36:31 2023;-81
Fri Mar 24 13:36:33 2023;-78
Fri Mar 24 13:36:34 2023;-79
Fri Mar 24 13:36:35 2023;-80
Fri Mar 24 13:36:38 2023;-79
Fri Mar 24 13:36:42 2023;-79
Fri Mar 24 13:36:43 2023;-80
