Timestamp;Date ISO;Rx Power [dBm]
1679664174.246315437;2023-03-24 13:22:54;-67
1679664174.449244307;2023-03-24 13:22:54;-61
1679664175.346502066;2023-03-24 13:22:55;-62
1679664179.315182323;2023-03-24 13:22:59;-63
1679664179.558842860;2023-03-24 13:22:59;-61
1679664180.739263026;2023-03-24 13:23:00;-63
1679664180.761904341;2023-03-24 13:23:00;-61
1679664181.113234452;2023-03-24 13:23:01;-63
1679664181.538170636;2023-03-24 13:23:01;-64
1679664181.930578025;2023-03-24 13:23:01;-63
1679664181.950961488;2023-03-24 13:23:01;-63
1679664182.364101432;2023-03-24 13:23:02;-63
1679664182.387810136;2023-03-24 13:23:02;-67
1679664182.431846877;2023-03-24 13:23:02;-77
1679664183.095986487;2023-03-24 13:23:03;-61
1679664183.587120709;2023-03-24 13:23:03;-62
1679664183.608076154;2023-03-24 13:23:03;-61
1679664183.951568450;2023-03-24 13:23:03;-70
1679664183.973042616;2023-03-24 13:23:03;-70
1679664184.891806523;2023-03-24 13:23:04;-60
1679664189.202903206;2023-03-24 13:23:09;-63
1679664190.026873983;2023-03-24 13:23:10;-64
1679664190.249402668;2023-03-24 13:23:10;-62
1679664191.459401834;2023-03-24 13:23:11;-63
1679664191.479757927;2023-03-24 13:23:11;-63
1679664192.934472667;2023-03-24 13:23:12;-63
1679664192.955672370;2023-03-24 13:23:12;-63
1679664193.771866629;2023-03-24 13:23:13;-63
1679664193.811945259;2023-03-24 13:23:13;-63
1679664193.856678944;2023-03-24 13:23:13;-60
1679664201.568177569;2023-03-24 13:23:21;-64
1679664201.588701143;2023-03-24 13:23:21;-62
1679664212.531330248;2023-03-24 13:23:32;-64
1679664217.807737522;2023-03-24 13:23:37;-64
1679664223.511672130;2023-03-24 13:23:43;-65
1679664227.132715702;2023-03-24 13:23:47;-63
1679664227.155596628;2023-03-24 13:23:47;-63
1679664227.417360794;2023-03-24 13:23:47;-61
1679664227.437662813;2023-03-24 13:23:47;-62
1679664227.917711368;2023-03-24 13:23:47;-63
1679664229.419817349;2023-03-24 13:23:49;-64
1679664229.439050330;2023-03-24 13:23:49;-64
1679664229.648729256;2023-03-24 13:23:49;-63
1679664230.272647941;2023-03-24 13:23:50;-63
1679664231.133334033;2023-03-24 13:23:51;-61
1679664231.222042496;2023-03-24 13:23:51;-75
1679664231.845963144;2023-03-24 13:23:51;-65
1679664231.946641995;2023-03-24 13:23:51;-64
1679664270.412266287;2023-03-24 13:24:30;-63
1679664270.450191732;2023-03-24 13:24:30;-60
1679664271.032526491;2023-03-24 13:24:31;-63
1679664271.178375639;2023-03-24 13:24:31;-76
1679664271.200859379;2023-03-24 13:24:31;-66
1679664271.468706064;2023-03-24 13:24:31;-67
1679664271.487563638;2023-03-24 13:24:31;-69
1679664275.857782339;2023-03-24 13:24:35;-63
1679664275.878142377;2023-03-24 13:24:35;-64
1679664276.106495821;2023-03-24 13:24:36;-61
1679664276.129083784;2023-03-24 13:24:36;-62
1679664278.365345394;2023-03-24 13:24:38;-63
1679664278.386516134;2023-03-24 13:24:38;-63
1679664279.986340448;2023-03-24 13:24:39;-63
1679664280.073816374;2023-03-24 13:24:40;-74
1679664282.062791151;2023-03-24 13:24:42;-61
1679664285.586391463;2023-03-24 13:24:45;-64
1679664285.631375537;2023-03-24 13:24:45;-66
1679664287.234744592;2023-03-24 13:24:47;-63
1679664287.255526851;2023-03-24 13:24:47;-60
1679664289.669114757;2023-03-24 13:24:49;-63
1679664289.907147405;2023-03-24 13:24:49;-63
1679664290.646675183;2023-03-24 13:24:50;-67
1679664290.909185312;2023-03-24 13:24:50;-63
1679664291.518952460;2023-03-24 13:24:51;-58
1679664291.562737904;2023-03-24 13:24:51;-57
1679664291.582036941;2023-03-24 13:24:51;-57
1679664291.693930960;2023-03-24 13:24:51;-65
1679664291.717094460;2023-03-24 13:24:51;-62
1679664292.008465219;2023-03-24 13:24:52;-63
1679664329.507563196;2023-03-24 13:25:29;-63
1679664329.528365215;2023-03-24 13:25:29;-63
1679664329.947463252;2023-03-24 13:25:29;-63
1679664330.718334844;2023-03-24 13:25:30;-63
1679664330.738541770;2023-03-24 13:25:30;-61
1679664331.365843658;2023-03-24 13:25:31;-63
1679664331.386352066;2023-03-24 13:25:31;-79
1679664331.606124325;2023-03-24 13:25:31;-62
1679664331.625827214;2023-03-24 13:25:31;-61
1679664332.224595491;2023-03-24 13:25:32;-63
1679664332.506616343;2023-03-24 13:25:32;-64
1679664333.839611935;2023-03-24 13:25:33;-63
1679664333.859051601;2023-03-24 13:25:33;-64
1679664334.128301638;2023-03-24 13:25:34;-62
1679664334.148263712;2023-03-24 13:25:34;-61
1679664335.292122786;2023-03-24 13:25:35;-61
1679664335.681174767;2023-03-24 13:25:35;-62
1679664335.706056063;2023-03-24 13:25:35;-64
1679664335.750649563;2023-03-24 13:25:35;-60
1679664335.771923341;2023-03-24 13:25:35;-60
1679664335.795638563;2023-03-24 13:25:35;-59
1679664335.858650174;2023-03-24 13:25:35;-61
1679664345.282239280;2023-03-24 13:25:45;-65
1679664345.304691502;2023-03-24 13:25:45;-63
1679664345.572196705;2023-03-24 13:25:45;-61
1679664349.470067370;2023-03-24 13:25:49;-63
1679664349.716012555;2023-03-24 13:25:49;-61
1679664349.739226666;2023-03-24 13:25:49;-61
1679664350.517718036;2023-03-24 13:25:50;-64
1679664350.538548425;2023-03-24 13:25:50;-63
1679664350.704680202;2023-03-24 13:25:50;-61
1679664352.222304942;2023-03-24 13:25:52;-64
1679664352.253289979;2023-03-24 13:25:52;-60
1679664353.009369923;2023-03-24 13:25:53;-63
1679664354.911032366;2023-03-24 13:25:54;-65
1679664355.154787033;2023-03-24 13:25:55;-61
1679664355.175138348;2023-03-24 13:25:55;-61
1679664358.559599809;2023-03-24 13:25:58;-63
1679664359.446064419;2023-03-24 13:25:59;-64
1679664359.546132641;2023-03-24 13:25:59;-61
1679664360.264867289;2023-03-24 13:26:00;-64
1679664360.382407363;2023-03-24 13:26:00;-63
1679664360.402681011;2023-03-24 13:26:00;-64
1679664361.077508289;2023-03-24 13:26:01;-63
1679664361.238632048;2023-03-24 13:26:01;-63
1679664361.899114455;2023-03-24 13:26:01;-64
1679664361.921539936;2023-03-24 13:26:01;-64
1679664362.716400584;2023-03-24 13:26:02;-64
1679664362.736273714;2023-03-24 13:26:02;-64
1679664362.893683380;2023-03-24 13:26:02;-61
1679664363.578770917;2023-03-24 13:26:03;-74
1679664369.016759969;2023-03-24 13:26:09;-65
1679664369.118470210;2023-03-24 13:26:09;-63
1679664369.140932914;2023-03-24 13:26:09;-66
1679664369.203848951;2023-03-24 13:26:09;-75
1679664369.817586339;2023-03-24 13:26:09;-66
1679664369.960059635;2023-03-24 13:26:09;-64
1679664370.795035505;2023-03-24 13:26:10;-65
1679664370.815295172;2023-03-24 13:26:10;-65
1679664371.528728708;2023-03-24 13:26:11;-64
1679664371.550503838;2023-03-24 13:26:11;-64
1679664371.643726208;2023-03-24 13:26:11;-61
1679664372.327899541;2023-03-24 13:26:12;-64
1679664372.478518800;2023-03-24 13:26:12;-61
1679664373.152195282;2023-03-24 13:26:13;-63
1679664373.173732263;2023-03-24 13:26:13;-64
1679664373.309204781;2023-03-24 13:26:13;-63
1679664374.243798985;2023-03-24 13:26:14;17
1679664374.382907688;2023-03-24 13:26:14;-62
1679664374.401338744;2023-03-24 13:26:14;-62
1679664375.122277114;2023-03-24 13:26:15;-65
1679664375.141594854;2023-03-24 13:26:15;-65
1679664375.165993354;2023-03-24 13:26:15;-64
1679664375.254767947;2023-03-24 13:26:15;-61
1679664378.762106260;2023-03-24 13:26:18;-63
1679664378.784302704;2023-03-24 13:26:18;-64
1679664378.938461297;2023-03-24 13:26:18;-61
1679664378.960424297;2023-03-24 13:26:18;-61
1679664379.617264648;2023-03-24 13:26:19;-64
1679664379.756470963;2023-03-24 13:26:19;-63
1679664380.387295796;2023-03-24 13:26:20;-67
1679664380.432291148;2023-03-24 13:26:20;-75
1679664381.337596369;2023-03-24 13:26:21;-63
1679664381.623072369;2023-03-24 13:26:21;-63
1679664382.188830109;2023-03-24 13:26:22;-64
1679664382.208770072;2023-03-24 13:26:22;-64
1679664382.456096535;2023-03-24 13:26:22;-61
1679664382.477581517;2023-03-24 13:26:22;-61
1679664382.939261479;2023-03-24 13:26:22;-64
1679664383.293289164;2023-03-24 13:26:23;-64
1679664383.577972312;2023-03-24 13:26:23;-68
1679664383.973301868;2023-03-24 13:26:23;-61
1679664383.992651905;2023-03-24 13:26:23;-62
1679664384.241381645;2023-03-24 13:26:24;-65
1679664384.261728090;2023-03-24 13:26:24;-65
1679664404.122628004;2023-03-24 13:26:44;-61
1679664404.143151652;2023-03-24 13:26:44;-63
1679664408.097022150;2023-03-24 13:26:48;-63
1679664409.308557704;2023-03-24 13:26:49;-62
1679664409.330857445;2023-03-24 13:26:49;-63
1679664409.548698519;2023-03-24 13:26:49;-62
1679664411.008495852;2023-03-24 13:26:51;-63
1679664411.110435222;2023-03-24 13:26:51;-63
1679664411.155162351;2023-03-24 13:26:51;-66
1679664413.091686850;2023-03-24 13:26:53;-61
1679664413.117926295;2023-03-24 13:26:53;-61
1679664417.999207773;2023-03-24 13:26:57;-64
1679664418.439679551;2023-03-24 13:26:58;-63
1679664419.259400050;2023-03-24 13:26:59;-63
1679664419.278929273;2023-03-24 13:26:59;-63
1679664419.699543476;2023-03-24 13:26:59;-64
1679664420.088590902;2023-03-24 13:27:00;-63
1679664420.108166902;2023-03-24 13:27:00;-63
1679664420.504242346;2023-03-24 13:27:00;-63
1679664420.901712160;2023-03-24 13:27:00;-63
1679664420.921250697;2023-03-24 13:27:00;-64
1679664421.299220938;2023-03-24 13:27:01;-63
1679664421.321720290;2023-03-24 13:27:01;-63
1679664421.751709586;2023-03-24 13:27:01;-61
1679664422.546510085;2023-03-24 13:27:02;-63
1679664422.590265845;2023-03-24 13:27:02;17
1679664422.612732474;2023-03-24 13:27:02;-61
1679664423.353141844;2023-03-24 13:27:03;-61
1679664423.371719381;2023-03-24 13:27:03;-61
1679664426.831042231;2023-03-24 13:27:06;-62
1679664427.505051953;2023-03-24 13:27:07;-64
1679664427.526782749;2023-03-24 13:27:07;-61
1679664427.620514045;2023-03-24 13:27:07;-62
1679664427.942796341;2023-03-24 13:27:07;-63
1679664427.962281249;2023-03-24 13:27:07;-61
1679664427.985292749;2023-03-24 13:27:07;-66
1679664428.029168193;2023-03-24 13:27:08;-74
1679664428.048558045;2023-03-24 13:27:08;-74
1679664429.015539452;2023-03-24 13:27:09;-64
1679664429.035457600;2023-03-24 13:27:09;-64
1679664429.266812544;2023-03-24 13:27:09;-62
1679664429.868040414;2023-03-24 13:27:09;-63
1679664429.887629137;2023-03-24 13:27:09;-63
1679664430.124025359;2023-03-24 13:27:10;-61
1679664431.491018487;2023-03-24 13:27:11;-63
1679664431.638601154;2023-03-24 13:27:11;-63
1679664431.659300117;2023-03-24 13:27:11;-61
1679664432.578224524;2023-03-24 13:27:12;-61
1679664432.592114857;2023-03-24 13:27:12;-61
1679664437.364364373;2023-03-24 13:27:17;-64
1679664437.829688465;2023-03-24 13:27:17;-64
1679664438.210862206;2023-03-24 13:27:18;-64
1679664438.644655928;2023-03-24 13:27:18;-63
1679664438.999763705;2023-03-24 13:27:18;-63
1679664440.250820667;2023-03-24 13:27:20;-63
1679664440.270317167;2023-03-24 13:27:20;-62
1679664440.559488797;2023-03-24 13:27:20;-60
1679664440.584386704;2023-03-24 13:27:20;-61
1679664441.823241185;2023-03-24 13:27:21;-65
1679664441.842804648;2023-03-24 13:27:21;-71
1679664447.112042960;2023-03-24 13:27:27;-63
1679664447.131850386;2023-03-24 13:27:27;-62
1679664447.763284830;2023-03-24 13:27:27;-64
1679664448.034041681;2023-03-24 13:27:28;-64
1679664448.819466533;2023-03-24 13:27:28;-66
1679664450.080165884;2023-03-24 13:27:30;-63
1679664450.098623587;2023-03-24 13:27:30;-63
1679664450.379536013;2023-03-24 13:27:30;-60
1679664452.553284030;2023-03-24 13:27:32;-62
1679664452.572787642;2023-03-24 13:27:32;-62
1679664455.912069843;2023-03-24 13:27:35;-64
1679664456.183761973;2023-03-24 13:27:36;-63
1679664456.795840658;2023-03-24 13:27:36;-67
1679664456.815477972;2023-03-24 13:27:36;-65
1679664457.081056694;2023-03-24 13:27:37;-62
1679664458.948822879;2023-03-24 13:27:38;-61
1679664459.946068508;2023-03-24 13:27:39;-63
1679664459.990344637;2023-03-24 13:27:39;-66
1679664460.016089693;2023-03-24 13:27:40;-66
1679664460.033978748;2023-03-24 13:27:40;-74
1679664468.880022836;2023-03-24 13:27:48;-77
1679664469.237321928;2023-03-24 13:27:49;-62
1679664469.995396465;2023-03-24 13:27:49;-63
1679664470.449754612;2023-03-24 13:27:50;-64
1679664470.855982483;2023-03-24 13:27:50;-65
1679664471.109698593;2023-03-24 13:27:51;-67
1679664471.132206556;2023-03-24 13:27:51;-68
1679664471.302669704;2023-03-24 13:27:51;-67
1679664471.391340538;2023-03-24 13:27:51;-61
1679664471.434891334;2023-03-24 13:27:51;-60
1679664471.478285204;2023-03-24 13:27:51;-57
1679664471.521994630;2023-03-24 13:27:51;-63
1679664485.784386103;2023-03-24 13:28:05;-63
1679664485.804448270;2023-03-24 13:28:05;-60
1679664504.889111092;2023-03-24 13:28:24;-64
1679664504.952331647;2023-03-24 13:28:24;-68
1679664504.974802981;2023-03-24 13:28:24;-70
1679664506.001346554;2023-03-24 13:28:26;-62
1679664510.151407867;2023-03-24 13:28:30;-63
1679664510.931881533;2023-03-24 13:28:30;-64
1679664511.789178921;2023-03-24 13:28:31;-65
1679664511.810176791;2023-03-24 13:28:31;-65
1679664524.902764450;2023-03-24 13:28:44;-65
1679664524.922971284;2023-03-24 13:28:44;17
1679664524.979011580;2023-03-24 13:28:44;-66
1679664524.999285987;2023-03-24 13:28:44;-66
1679664525.182793469;2023-03-24 13:28:45;-65
1679664528.630530115;2023-03-24 13:28:48;-64
1679664528.653299930;2023-03-24 13:28:48;-63
1679664528.774085948;2023-03-24 13:28:48;-60
1679664529.430389651;2023-03-24 13:28:49;-62
1679664529.453022929;2023-03-24 13:28:49;-63
1679664529.610749114;2023-03-24 13:28:49;-62
1679664530.258183355;2023-03-24 13:28:50;-63
1679664530.400183447;2023-03-24 13:28:50;-62
1679664530.421972354;2023-03-24 13:28:50;-62
1679664531.060717187;2023-03-24 13:28:51;-63
1679664531.154168687;2023-03-24 13:28:51;-63
1679664531.858375613;2023-03-24 13:28:51;-61
1679664531.940766428;2023-03-24 13:28:51;-63
1679664532.727847594;2023-03-24 13:28:52;-63
1679664532.785112205;2023-03-24 13:28:52;-62
1679664533.559132612;2023-03-24 13:28:53;-63
1679664551.186278694;2023-03-24 13:29:11;-64
1679664551.207189583;2023-03-24 13:29:11;-64
1679664568.373564239;2023-03-24 13:29:28;-63
1679664568.393568073;2023-03-24 13:29:28;-62
1679664568.433639443;2023-03-24 13:29:28;-61
1679664568.453144239;2023-03-24 13:29:28;-62
1679664568.791731683;2023-03-24 13:29:28;-63
1679664568.835454220;2023-03-24 13:29:28;-66
1679664568.879256165;2023-03-24 13:29:28;-76
1679664568.898637757;2023-03-24 13:29:28;-75
1679664569.877261405;2023-03-24 13:29:29;-63
1679664570.737803886;2023-03-24 13:29:30;-63
1679664570.757206775;2023-03-24 13:29:30;-64
1679664570.794725608;2023-03-24 13:29:30;-61
1679664571.667795608;2023-03-24 13:29:31;-63
1679664571.689453145;2023-03-24 13:29:31;-63
1679664572.515799311;2023-03-24 13:29:32;-63
1679664573.583245088;2023-03-24 13:29:33;-64
1679664573.857001403;2023-03-24 13:29:33;-63
1679664573.876336977;2023-03-24 13:29:33;-62
1679664587.470296154;2023-03-24 13:29:47;-63
1679664587.493783894;2023-03-24 13:29:47;-63
1679664587.732168357;2023-03-24 13:29:47;-61
1679664587.750931580;2023-03-24 13:29:47;-61
1679664588.328437172;2023-03-24 13:29:48;-63
1679664588.351143968;2023-03-24 13:29:48;-63
1679664588.498926986;2023-03-24 13:29:48;-61
1679664589.145913727;2023-03-24 13:29:49;-63
1679664589.168548875;2023-03-24 13:29:49;-63
1679664589.307195023;2023-03-24 13:29:49;-61
1679664589.326679838;2023-03-24 13:29:49;-61
1679664589.999651856;2023-03-24 13:29:49;-64
1679664590.115372060;2023-03-24 13:29:50;-61
1679664590.134757337;2023-03-24 13:29:50;-61
1679664590.769712059;2023-03-24 13:29:50;-63
1679664590.789956874;2023-03-24 13:29:50;-63
1679664590.941135948;2023-03-24 13:29:50;-61
1679664590.962147133;2023-03-24 13:29:50;-63
1679664591.185958207;2023-03-24 13:29:51;-63
1679664591.230207522;2023-03-24 13:29:51;-67
1679664591.273323855;2023-03-24 13:29:51;-77
1679664591.295913689;2023-03-24 13:29:51;-75
1679664592.780948354;2023-03-24 13:29:52;17
1679664596.878270741;2023-03-24 13:29:56;-65
1679664596.922009537;2023-03-24 13:29:56;-74
1679664598.212207351;2023-03-24 13:29:58;-65
1679664599.250974184;2023-03-24 13:29:59;-63
1679664599.971035683;2023-03-24 13:29:59;-62
1679664599.990343017;2023-03-24 13:29:59;-63
1679664600.050422850;2023-03-24 13:30:00;-62
1679664600.761185850;2023-03-24 13:30:00;-64
1679664600.794795127;2023-03-24 13:30:00;-63
1679664600.815153609;2023-03-24 13:30:00;-62
1679664601.579613553;2023-03-24 13:30:01;-63
1679664602.765783774;2023-03-24 13:30:02;-57
1679664602.874564182;2023-03-24 13:30:02;-61
1679664606.341125346;2023-03-24 13:30:06;-62
1679664607.047712938;2023-03-24 13:30:07;-63
1679664607.067201401;2023-03-24 13:30:07;-63
1679664607.145595975;2023-03-24 13:30:07;-61
1679664607.165422161;2023-03-24 13:30:07;-61
1679664607.836659475;2023-03-24 13:30:07;-65
1679664607.856335216;2023-03-24 13:30:07;-65
1679664607.997349216;2023-03-24 13:30:07;-63
1679664608.016557642;2023-03-24 13:30:08;-61
1679664608.088671401;2023-03-24 13:30:08;-61
1679664608.157089771;2023-03-24 13:30:08;-75
1679664608.176403327;2023-03-24 13:30:08;-76
1679664608.782335326;2023-03-24 13:30:08;-66
1679664609.397399252;2023-03-24 13:30:09;-64
1679664609.418610474;2023-03-24 13:30:09;-63
1679664609.678608437;2023-03-24 13:30:09;-61
1679664610.566004288;2023-03-24 13:30:10;-63
1679664617.601011710;2023-03-24 13:30:17;-61
1679664617.848734173;2023-03-24 13:30:17;-62
1679664620.398907523;2023-03-24 13:30:20;-63
1679664620.418654356;2023-03-24 13:30:20;-61
1679664620.524528375;2023-03-24 13:30:20;-62
1679664620.548262227;2023-03-24 13:30:20;-61
1679664626.748338945;2023-03-24 13:30:26;-64
1679664626.768526093;2023-03-24 13:30:26;-62
1679664630.785420461;2023-03-24 13:30:30;-64
1679664630.805010943;2023-03-24 13:30:30;-61
1679664631.671471998;2023-03-24 13:30:31;-61
1679664631.691516387;2023-03-24 13:30:31;-61
1679664635.512835070;2023-03-24 13:30:35;-63
1679664635.543945699;2023-03-24 13:30:35;-60
1679664635.553598681;2023-03-24 13:30:35;-61
1679664638.070059809;2023-03-24 13:30:38;-63
1679664642.021136492;2023-03-24 13:30:42;-63
1679664642.059908714;2023-03-24 13:30:42;-65
1679664645.707441675;2023-03-24 13:30:45;-66
1679664645.752568989;2023-03-24 13:30:45;-76
1679664646.272472174;2023-03-24 13:30:46;-63
1679664646.294553563;2023-03-24 13:30:46;-64
1679664646.946511174;2023-03-24 13:30:46;-64
1679664646.966790100;2023-03-24 13:30:46;-65
1679664647.169358137;2023-03-24 13:30:47;-62
1679664647.190252766;2023-03-24 13:30:47;-61
1679664647.717745451;2023-03-24 13:30:47;-63
1679664647.736742822;2023-03-24 13:30:47;-63
1679664647.928933951;2023-03-24 13:30:47;-61
1679664647.950357544;2023-03-24 13:30:47;-62
1679664648.471485210;2023-03-24 13:30:48;-63
1679664648.490879803;2023-03-24 13:30:48;-62
1679664648.697935691;2023-03-24 13:30:48;-61
1679664648.718984247;2023-03-24 13:30:48;-62
1679664649.935595024;2023-03-24 13:30:49;-63
1679664650.175422005;2023-03-24 13:30:50;-61
1679664650.912975505;2023-03-24 13:30:50;-61
1679664651.174280431;2023-03-24 13:30:51;-61
1679664651.544285245;2023-03-24 13:30:51;-62
1679664651.588813023;2023-03-24 13:30:51;-64
1679664651.608105764;2023-03-24 13:30:51;-64
1679664651.633795393;2023-03-24 13:30:51;-61
1679664651.653116930;2023-03-24 13:30:51;-60
1679664651.678794708;2023-03-24 13:30:51;-60
1679664651.698125615;2023-03-24 13:30:51;-59
1679664651.722693412;2023-03-24 13:30:51;-61
1679664651.811308041;2023-03-24 13:30:51;-70
1679664696.053228274;2023-03-24 13:31:36;-71
1679664699.463853920;2023-03-24 13:31:39;-64
1679664700.023023346;2023-03-24 13:31:40;-64
1679664700.041734068;2023-03-24 13:31:40;-64
1679664700.130502401;2023-03-24 13:31:40;-75
1679664701.113823253;2023-03-24 13:31:41;-65
1679664701.134527456;2023-03-24 13:31:41;-64
1679664702.205965178;2023-03-24 13:31:42;-65
1679664703.299795511;2023-03-24 13:31:43;-64
1679664704.388410603;2023-03-24 13:31:44;-72
1679664704.737061325;2023-03-24 13:31:44;-62
1679664709.055743563;2023-03-24 13:31:49;-63
1679664709.182585174;2023-03-24 13:31:49;-64
1679664709.837208414;2023-03-24 13:31:49;-65
1679664709.972082229;2023-03-24 13:31:49;-64
1679664710.649487228;2023-03-24 13:31:50;-64
1679664710.670813728;2023-03-24 13:31:50;-63
1679664710.783687562;2023-03-24 13:31:50;-62
1679664711.253529710;2023-03-24 13:31:51;-65
1679664711.275629228;2023-03-24 13:31:51;-61
1679664711.359931543;2023-03-24 13:31:51;-75
1679664712.289913376;2023-03-24 13:31:52;-64
1679664713.142168690;2023-03-24 13:31:53;-63
1679664713.162425357;2023-03-24 13:31:53;-64
1679664713.919927282;2023-03-24 13:31:53;-64
1679664714.035910078;2023-03-24 13:31:54;-61
1679664758.142576737;2023-03-24 13:32:38;-63
1679664758.402195219;2023-03-24 13:32:38;-64
1679664758.423796459;2023-03-24 13:32:38;-61
1679664759.750090440;2023-03-24 13:32:39;-63
1679664759.769365051;2023-03-24 13:32:39;-61
1679664759.994955718;2023-03-24 13:32:39;-65
1679664760.018600366;2023-03-24 13:32:40;-66
1679664761.080083161;2023-03-24 13:32:41;-64
1679664761.100306939;2023-03-24 13:32:41;-64
1679664761.818861976;2023-03-24 13:32:41;-64
1679664762.328890124;2023-03-24 13:32:42;-65
1679664763.351051345;2023-03-24 13:32:43;-61
1679664768.412508398;2023-03-24 13:32:48;-64
1679664768.430902620;2023-03-24 13:32:48;-63
1679664768.688896842;2023-03-24 13:32:48;-61
1679664770.198480174;2023-03-24 13:32:50;-63
1679664770.217862897;2023-03-24 13:32:50;-63
1679664771.202485359;2023-03-24 13:32:51;-64
1679664771.226203433;2023-03-24 13:32:51;-67
1679664771.245593378;2023-03-24 13:32:51;-66
1679664771.269959748;2023-03-24 13:32:51;-75
1679664772.269099229;2023-03-24 13:32:52;-64
1679664772.290247229;2023-03-24 13:32:52;-63
1679664773.624004821;2023-03-24 13:32:53;-61
1679664808.147049596;2023-03-24 13:33:28;-64
1679664808.198096911;2023-03-24 13:33:28;-63
1679664808.236826244;2023-03-24 13:33:28;-62
1679664808.529320707;2023-03-24 13:33:28;-63
1679664808.530526633;2023-03-24 13:33:28;-63
1679664808.821543522;2023-03-24 13:33:28;-63
1679664808.825572374;2023-03-24 13:33:28;-63
1679664808.889085744;2023-03-24 13:33:28;-66
1679664808.893131948;2023-03-24 13:33:28;-66
1679664808.900324837;2023-03-24 13:33:28;-65
1679664808.932877614;2023-03-24 13:33:28;-75
1679664808.940455633;2023-03-24 13:33:28;-73
1679664809.385370114;2023-03-24 13:33:29;-63
1679664809.389097373;2023-03-24 13:33:29;-64
1679664809.634374151;2023-03-24 13:33:29;-63
1679664810.150553984;2023-03-24 13:33:30;-63
1679664810.172251040;2023-03-24 13:33:30;-64
1679664811.184372817;2023-03-24 13:33:31;-67
1679664811.203780039;2023-03-24 13:33:31;-67
1679664812.069400872;2023-03-24 13:33:32;-65
1679664815.660834555;2023-03-24 13:33:35;-63
1679664816.083809351;2023-03-24 13:33:36;-64
1679664816.828130258;2023-03-24 13:33:36;-63
1679664816.849391017;2023-03-24 13:33:36;-64
1679664817.130708072;2023-03-24 13:33:37;-63
1679664819.339499201;2023-03-24 13:33:39;-63
1679664819.359766201;2023-03-24 13:33:39;-61
1679664825.663432327;2023-03-24 13:33:45;-71
1679664825.750569808;2023-03-24 13:33:45;-74
1679664826.378282289;2023-03-24 13:33:46;-63
1679664826.619842326;2023-03-24 13:33:46;-63
1679664826.640842474;2023-03-24 13:33:46;-63
1679664827.936182122;2023-03-24 13:33:47;-64
1679664828.131009399;2023-03-24 13:33:48;-62
1679664828.152033677;2023-03-24 13:33:48;-62
1679664828.775254491;2023-03-24 13:33:48;-63
1679664828.797034417;2023-03-24 13:33:48;-63
1679664828.913881677;2023-03-24 13:33:48;-62
1679664828.935740102;2023-03-24 13:33:48;-62
1679664829.575801602;2023-03-24 13:33:49;-64
1679664829.599002713;2023-03-24 13:33:49;-63
1679664829.729860917;2023-03-24 13:33:49;-61
1679664830.388284990;2023-03-24 13:33:50;-64
1679664830.534839972;2023-03-24 13:33:50;-63
1679664831.536811508;2023-03-24 13:33:51;-63
1679664831.624376786;2023-03-24 13:33:51;-60
1679664831.667019990;2023-03-24 13:33:51;-60
1679664831.710505582;2023-03-24 13:33:51;-61
1679664835.107176339;2023-03-24 13:33:55;-63
1679664835.989812950;2023-03-24 13:33:55;-66
1679664836.730821561;2023-03-24 13:33:56;-64
